id,score,category,text
253,5,positive,"['segar', 'oke']"
254,1,negative,"['barang', 'selalu', 'refund', 'terus', 'sudah', 'janji', 'barang', 'tapi', 'kirim', 'barang', 'kosong']"
255,1,negative,"['kali', 'kecewa', 'segar', 'selesai', 'mudah', 'sulit', 'akun', 'baru', 'no', 'baru', 'dll', 'aplikasi', 'belum', 'canggih', 'tolong', 'baik']"
256,5,positive,"['selamat', 'salah', 'aplikasi', 'favorite', 'moga', 'segar']"
257,4,positive,"['kirim', 'cepat']"
258,5,positive,"['belanja', 'turbo', 'cepat', 'perlua', 'rumah', 'sat', 'set', 'sampai', 'layan', 'turbo', 'luas', 'wilayah', 'mantul']"
259,5,positive,"['barang', 'freesssmantulll', 'coba']"
260,5,positive,"['kali', 'belanja', 'memuaskanpelayanan', 'kirim', 'cepatproduknya', 'fresh']"
261,1,negative,"['parah', 'banget', 'sihudah', 'mesen', 'pakai', 'estimasi', 'jamgiliran', 'sudah', 'jam', 'status', 'sen', 'dikirimjelek', 'banget', 'sumpah', 'enggak usah', 'downlod']"
262,1,negative,"['sesal', 'download', 'aplikasi', 'refund', 'jam', 'banget', 'itu', 'masuk', 'koin', 'segar', 'sudah', 'begitu', 'bisa', 'uang', 'koin', 'refund', 'admin', 'pilih', 'masuk', 'koin', 'segar', 'pilih', 'baca', 'baca', 'tentu', 'koin', 'segar', 'koin', 'bisa', 'belanja', 'aplikasi', 'customer', 'rugi', 'hubung', 'cs', 'maaf']"
263,5,positive,"['layan', 'ramah']"
264,5,positive,['puas']
265,1,negative,"['antar', 'sesuai', 'beli', 'paket', 'kirim', 'rumah', 'orang', 'bilang', 'sesuai', 'titik', 'tulis', 'cat', 'tembok', 'warna', 'hijau', 'kekeh', 'sesuai', 'titik', 'alamat', 'kakak', 'ketik', 'hadeh', 'sudah', 'salah', 'adek', 'ambl', 'rumah', 'paket', 'orang', 'kali', 'pesan', 'puas', 'langgan', 'barang', 'habis', 'tulis', 'habis', 'pas', 'cek', 'pagi', 'deh', 'pesan', 'habis', 'trmksh']"
266,5,positive,"['barang', 'darat', 'sanggar', 'aman', 'rumah', 'kurir', 'ramah']"
267,5,positive,"['bagus', 'belanja', 'sesuai', 'minta']"
268,5,positive,['ok']
269,5,positive,"['terus', 'jaga', 'komitmen', 'segar', 'buah', 'sayur', 'ikan', 'daging']"
270,4,positive,"['salada', 'gemar', 'segar', 'buah', 'ok']"
271,5,positive,"['sayur', 'segar', 'pokok', 'ragu', 'belanja', 'sayur', 'segar', 'gari']"
272,3,neutral,"['kualitas', 'produk', 'layan', 'cs', 'diaayangkan', 'akses', 'belanja', 'batas', 'banget', 'pesan', 'enggak', 'lonjak', 'pesan', 'luar', 'jam', 'mesan', 'minat', 'belanja', 'segar', 'sudah', 'enggak', 'sayang']"
273,4,positive,"['alhamdulillah', 'percaya', 'dagang']"
274,5,positive,"['update', 'belum', 'kasih', 'bintang', 'sekarang', 'sudah', 'kasih', 'bintang', 'layan', 'benar', 'baik', 'bagus', 'dadak', 'refund', 'plis', 'usah', 'promo', 'tahan', 'layan', 'sekarang']"
275,5,positive,"['loved', 'itu']"
276,1,negative,"['kirim', 'lambat', 'maaf', 'bintang', 'aplikasi', 'logout']"
277,5,positive,"['segar', 'best', 'fitur', 'delifery', 'service', 'stars', 'refund', 'quick', 'response']"
278,1,negative,"['beli', 'pisang', 'packsemua', 'busukbingungklo', 'busuk', 'jual', 'dikirimapa', 'quality', 'control', 'cek', 'kirim', 'begitu', 'mesti', 'jual', 'sayur', 'buah', 'daging', 'mesti', 'freshtp', 'pesan', 'kirim', 'busuk', 'semuamales', 'pesan', 'lgzzzzzzzzzzz']"
279,1,negative,"['telat', 'mulu']"
280,1,negative,"['aplikasi', 'buruk', 'antar', 'minggu', 'orang', 'pesan', 'pagi', 'masak', 'pagi', 'antar', 'siang', 'service', 'anter', 'pagi', 'sok', 'kasih', 'pilih', 'pagi', 'maaf', 'mulu', 'bisa']"
281,1,negative,"['bintang', 'bicara']"
282,2,negative,"['orang', 'belanja', 'ribu']"
283,5,positive,"['order', 'kesan', 'moga', 'konsisten', 'kualitas', 'produk', 'kirim', 'sukses', 'segar']"
284,5,positive,"['manfaat', 'aplikasi', 'belanja', 'online']"
285,5,positive,"['kirim', 'cepat', 'aplikasi', 'mudah', 'jam', 'pesan', 'informasi', 'bagus', 'bangetttmaksish', 'segar', 'the', 'best']"
286,5,positive,"['sudah', 'kali', 'belanja', 'sini', 'fresh', 'suka']"
287,1,negative,"['alamat', 'bisa', 'edit', 'peta', 'ngawur']"
288,5,positive,"['senang', 'belanja', 'segar']"
289,5,positive,['oke']
290,3,neutral,"['moga', 'luas', 'wilayah']"
291,1,negative,"['apasih', 'suka', 'ngeloading', 'deh', 'ngelacak', 'pesan']"
292,3,neutral,['wow']
293,3,neutral,"['daerah', 'jawa', 'timur', 'sedia', 'sedih']"
294,5,positive,"['barang', 'sesuai', 'estimasi']"
295,5,positive,"['buah', 'sayur', 'fresh', 'murah', 'kirim', 'cepat', 'terima kasih', 'segar']"
296,5,positive,"['kak', 'coba', 'aplikasi', 'alamat', 'jangkau', 'segar', 'lihat', 'alamat', 'alamat', 'jangkau', 'segar', 'mana', 'kak', 'tarik', 'coba']"
297,5,positive,[]
298,4,positive,['bandungg']
299,3,neutral,"['wilayah', 'jogja', 'sedia']"
300,1,negative,"['parah', 'sudah', 'bisa', 'kirim', 'harga', 'gila']"
301,2,negative,"['coba', 'moga', 'lancar', 'pas', 'moga', 'murah', 'diskon']"
302,4,positive,['bagus']
303,5,positive,['solusi']
304,5,positive,"['bantu', 'jarang', 'rumah']"
305,5,positive,['good']
306,5,positive,['baik']
307,5,positive,"['solusi', 'belanja', 'rumah', 'tinggal', 'klik', 'besok', 'barang', 'depan', 'rumah', 'mantul', 'maa', 'syaa', 'allah', 'layan', 'customernya', 'bagus', 'banget', 'deh', 'tahan', 'segar']"
308,5,positive,"['sayur', 'ayam', 'ikan', 'segar']"
309,5,positive,"['super', 'hematsuper', 'puasbelanja', 'produk', 'fressdi', 'id', 'sweaty']"
310,4,positive,"['chekout', 'bayar', 'sistem', 'lagi', 'eror', 'kah', 'bagaimana']"
311,5,positive,['mantap']
312,5,positive,"['beli', 'segar', 'keren', 'pokok', 'dapat', 'promo', 'alpukat', 'mentega', 'kanzler', 'mantap', 'promo', 'alpukat', 'enak']"
313,5,positive,"['kirim', 'cepat', 'produk', 'juga', 'kualitas', 'kecewa']"
314,5,positive,['puas']
315,5,positive,"['produk', 'mutu', 'bagus', 'kirim', 'kecewa', 'bantu']"
316,1,negative,"['pesan', 'alpuket', 'sudah', 'kagak', 'mateng']"
317,5,positive,"['produk', 'segar', 'estimasi', 'kirim', 'sesuai', 'cepat']"
318,5,positive,"['buah', 'segar', 'thebest', 'keren', 'tingkat', 'segar', 'ok', 'moga', 'sukses', 'buah', 'lauk', 'dll', 'laris', 'manis', 'amin']"
319,3,neutral,['pilnm']
320,5,positive,"['gabriel', 'ecclesias']"
321,5,positive,"['alhamdulillah', 'harga', 'terjangkaupengiriman', 'cepat', 'kurir', 'ramah', 'packing', 'kardus', 'aman', 'terima', 'kasih']"
322,4,positive,"['sedia', 'kota', 'medan', 'mohon', 'jangkau', 'segar', 'luas', 'masyarakat', 'belanja', 'masalah', 'letak', 'kirim', 'lokasi', 'terima kasih']"
323,4,positive,"['muter', 'terus']"
324,5,positive,"['buah', 'segar', 'ok', 'banget', 'kualitasnyasemoga', 'maju', 'segar']"
325,5,positive,"['murah', 'harga', 'beda', 'pasar', 'anter']"
326,1,negative,"['molor', 'kirim', 'sampai', 'ber', 'jam', 'jam', 'estimasi', 'waktu', 'kirim', 'jam', 'sampai', 'jam', 'sampai', 'rumah', 'jam', 'sudah', 'kepalang', 'sore', 'benar', 'brn', 'kesini', 'benar', 'layan']"
327,5,positive,['layan']
328,2,negative,"['puas', 'tlngbdi', 'jaga', 'amanah']"
329,5,positive,"['senang', 'belanja', 'sini', 'grtis', 'ongkir', 'layan', 'pngriman', 'turbo', 'belum', 'sudah', 'nympe', 'trimakasiihh']"
330,5,positive,"['alhamdulillah', 'cepat', 'sampai', 'fresh', 'buahbuahan', 'telurtapi', 'sayang', 'telur', 'bagusgpplah', 'oke', 'belanja']"
331,2,negative,"['kok', 'tambah', 'biaya', 'pesan', 'kalah', 'belah']"
332,5,positive,"['gampang', 'belanja', 'rumah']"
333,5,positive,"['buah', 'segar', 'kirim', 'cepat']"
334,1,negative,"['mohon', 'maaf', 'segar', 'uninstall', 'order', 'pesan', 'batal', 'konfirmasi', 'buka', 'aplikasi', 'batal', 'refund', 'dana']"
335,5,positive,['ok']
336,4,positive,"['aplikasi', 'bagus', 'layan', 'ramah', 'suka', 'aplikasi', 'sayang', 'kadangkadang', 'aplikasi', 'suka', 'error', 'moga', 'cepat', 'baik']"
337,5,positive,"['layan', 'antar', 'cepat', 'kualitas', 'barang', 'kirim', 'kualitas']"
338,5,positive,"['masyaaallah', 'cepat', 'sampai', 'segarsegar', 'kurir', 'ramah']"
339,5,positive,['mantap']
340,5,positive,['mantap']
341,5,positive,"['membantukeren', 'pokok']"
342,4,positive,"['cepat', 'kirim', 'tksh', 'segar']"
343,5,positive,"['bantu', 'butuh', 'dapur']"
344,5,positive,"['barang', 'cepat', 'dkirim', 'cs', 'komunikatif', 'bantu', 'refund', 'sedia', 'barang', 'kosong']"
345,5,positive,"['tolong', 'kasih', 'bon', 'belanja', 'kalau', 'kirim', 'barang', 'barang', 'campur', 'sama', 'sd', 'fresh', 'kasih', 'kualitas', 'donktapi', 'harga', 'puas']"
346,5,positive,"['keren', 'mantap']"
347,5,positive,['good']
348,5,positive,"['senang', 'belanja', 'hari', 'promonya']"
349,4,positive,"['kirim', 'cepat']"
350,1,negative,"['kecewa', 'aplikasi', 'segar', 'gkngutamain', 'customer', 'utama', 'driver', 'driver', 'enggak', 'jujur', 'tahan']"
351,5,positive,"['praktis', 'belanja', 'pakai', 'capek', 'pergi', 'pasar', 'sudah', 'langsung', 'rumah']"
352,1,negative,"['susah', 'verifikasinyatunggu', 'sms', 'untuk', 'dapat', 'pin', 'kluarjadi', 'belum', 'belanja']"
353,5,positive,['bantu']
354,5,positive,"['mantap', 'deh', 'segar', 'fresh', 'plus', 'gratis', 'ongkir', 'moga', 'sukses', 'terus', 'segar']"
355,5,positive,"['cepat', 'produk', 'memang', 'segar', 'tapi', 'ayam', 'kecil']"
356,5,positive,"['bantu', 'respon', 'cepat']"
357,5,positive,['muas']
358,5,positive,['wow']
359,5,positive,"['rutin', 'belanja', 'aplikasi', 'recomended', 'segar']"
360,1,negative,"['aplikasi', 'jelek', 'download', 'muter', 'ngebuka', 'buka', 'menu', 'tampil', 'utama', 'pengin', 'coba']"
361,4,positive,"['bagaimana', 'aplikasi', 'bukangedip', 'gerak', 'diemtp', 'menu', 'bagus', 'ngedip']"
362,1,negative,"['sudah', 'kali', 'instal', 'gunain', 'heran']"
363,5,positive,"['barang', 'halal']"
364,5,positive,"['mudah', 'belanja']"
365,5,positive,['promonya']
366,5,positive,['good']
367,5,positive,['di']
368,1,negative,"['install', 'aplikasi', 'kenapa', 'hp', 'aplikasi', 'klik', 'kedip', 'tolong', 'baik', 'belum', 'pakai']"
369,5,positive,"['kualitas', 'bagusfres', 'kirim', 'is', 'good']"
370,5,positive,"['aplikasi', 'bingung', 'tolong', 'sederhana', 'terimakasih']"
371,5,positive,"['senang', 'kurir', 'telat', 'coba', 'aplikasi', 'tambah', 'fitur', 'deteksi', 'lokasi', 'kurir', 'pantau']"
372,5,positive,"['alhamdulillah', 'produk', 'fresh', 'promo', 'tingkat', 'kualitas', 'terimakasih', 'segar']"
373,5,positive,"['bagus', 'mudah', 'belanja', 'repot', 'rumah']"
374,5,positive,"['oke', 'cepat', 'banget']"
375,3,neutral,"['murah', 'minimal', 'belanja', 'mahal', 'daerah', 'rumah', 'toko', 'sayur', 'juga', 'harga', 'murah', 'mnimal', 'belanja', 'bagai', 'mitra', 'susah', 'juga', 'saya', 'jual', 'enggak', 'saing', 'toko', 'sayur', 'maybe', 'ok', 'saja']"
376,5,positive,"['kali', 'belanja', 'puas', 'top', 'banget']"
377,5,positive,['bagus']
378,5,positive,"['sesuai', 'pesan', 'barang', 'bagus', 'segar']"
379,5,positive,[]
380,5,positive,"['good', 'aplikasi']"
381,5,positive,"['puas', 'pokok', 'belanja', 'segar']"
382,5,positive,"['sudah', 'langgan', 'download', 'aplikasi', 'coba', 'aplikasi', 'gampang']"
383,3,neutral,"['aplikasi', 'bagus', 'kategori', 'harga', 'belanja', 'harga']"
384,4,positive,['konsekuen']
385,5,positive,"['belanja', 'sayur', 'daging', 'buah', 'sayur', 'praktisdgn', 'kualitas', 'fresh']"
386,1,negative,"['saran', 'bayar', 'pada', 'cod', 'guna', 'segar', 'karena', 'kurir', 'main', 'titip', 'repot', 'karena', 'kurir', 'segar', 'seperti', 'aplikasi', 'online', 'kain', 'keterngn', 'terima', 'bukti', 'foto', 'terima']"
387,1,negative,"['senang', 'belanja', 'kesini', 'kesel', 'pesan', 'batal', 'malas', 'banget']"
388,5,positive,['manfaat']
389,5,positive,"['pesan', 'dada', 'besok', 'pagi', 'stok', 'dagang', 'panik', 'sih', 'langsung', 'segar', 'alhamdulillah', 'pilih', 'kirim', 'segar', 'turbo', 'jam', 'bantu', 'banget', 'thnks', 'segar']"
390,5,positive,"['ok', 'barang', 'fresh', 'suka']"
391,5,positive,['good']
392,5,positive,"['love', 'banget', 'ontime', 'segar']"
393,5,positive,"['muas', 'belanja', 'segar']"
394,4,positive,"['belanja', 'barang', 'kosong', 'kesini', 'harga']"
395,5,positive,"['mudah', 'belanja', 'harga', 'saing']"
396,5,positive,"['sayur', 'segar']"
397,5,positive,"['sayur', 'segarayam', 'fresbgus']"
398,5,positive,"['bagus', 'cepat', 'top', 'deh']"
399,5,positive,"['puas', 'pokok', 'minggu', 'stok', 'kulkas', 'hari', 'fresh', 'promo', 'pelit', 'antar', 'cepat', 'free', 'ongkir', 'happy']"
400,5,positive,['promo']
401,1,negative,"['gajih', 'segar', 'sesuai']"
402,5,positive,['mantap']
403,4,positive,['bagus']
404,5,positive,['bagus']
405,5,positive,"['sok', 'far', 'sok', 'good', 'kasih', 'voucher', 'belanja', 'langgan', 'setia']"
406,5,positive,[]
407,5,positive,"['alhamdulillah', 'puas', 'belanja', 'segar', 'promo', 'segar', 'produk', 'tingkat', 'kualitas', 'terimakasih', 'segar']"
408,4,positive,"['perfect', 'jaga', 'kualitas', 'segar']"
409,5,positive,"['puas', 'belanja']"
410,5,positive,"['emas', 'bagus']"
411,5,positive,"['benar', 'praktis', 'bayar', 'mudah', 'barang', 'fresh', 'kirim', 'cepat']"
412,5,positive,['senang']
413,5,positive,['keren']
414,5,positive,"['harga', 'ok', 'moga', 'promo']"
415,5,positive,"['good', 'services']"
416,5,positive,"['senang', 'rumah', 'beli', 'perlu', 'perlu']"
417,5,positive,"['layan', 'muas', 'barang', 'kualitas', 'kurir', 'ramah']"
418,5,positive,"['cepat', 'fresh', 'semua']"
419,5,positive,['bagus']
420,5,positive,['good']
421,5,positive,"['tampil', 'aplikasi', 'mudah', 'akses', 'paham', 'kalang', 'promo', 'kualitas', 'bahan', 'jamin', 'layan', 'all', 'clear']"
422,5,positive,['ok']
423,4,positive,[]
424,5,positive,"['puas', 'banget']"
425,5,positive,"['mudah', 'enggak', 'belanja', 'pasar']"
426,5,positive,"['apps', 'bantu', 'banget', 'kaum', 'rebah', 'mager', 'antri', 'jalan', 'supermarketpasarmudah', 'guna', 'harga', 'promonya', 'seperti', 'swalayan']"
427,5,positive,"['barang', 'bagus', 'segar', 'kurir', 'ramah']"
428,5,positive,"['cepat', 'kirim']"
429,5,positive,"['kirim', 'cptpacking', 'rapiamanharga', 'disc', 'murahbrg', 'berkualitasmas', 'kurir', 'ramahtetap', 'jaga', 'layan', 'nyatq']"
430,1,negative,"['beli', 'barang', 'barang', 'kosong', 'dikabarin', 'dikabarin', 'kosong', 'pas', 'kurir', 'sampai', 'sudah', 'jam', 'jam', 'kasih', 'uang', 'sesuai', 'bayar', 'eh', 'barang', 'bloon', 'segar', 'info', 'kurir', 'pesan', 'kosong', 'rugi', 'beli', 'telor', 'pack', 'pecah', 'butir', 'double', 'bloon', 'modal', 'pakai', 'lakban', 'kayak', 'telor', 'tempat', 'pakai', 'bubble', 'wrap', 'kayak', 'memang', 'dasar', 'modal', 'lo']"
431,5,positive,"['sayur', 'segar']"
432,5,positive,"['puas', 'layan']"
433,5,positive,"['sayur', 'segar', 'kirim', 'tolong', 'tingkat', 'sesuai', 'dedline', 'oke', 'banget', 'kemas', 'sukses', 'terus', 'segar']"
434,5,positive,"['ok', 'loch']"
435,4,positive,"['buah', 'fresh']"
436,5,positive,"['moga', 'layan', 'moga', 'harga', 'disc', 'kirim', 'cepat']"
437,5,positive,"['puas', 'belanja', 'busuk', 'matang', 'ganti', 'kecewa', 'buah', 'kirim', 'posisi', 'mentah', 'proses', 'pematang', 'buah', 'busuk', 'terima', 'kasih']"
438,5,positive,"['bantu', 'cari', 'bahan', 'pangan', 'butuh']"
439,5,positive,"['mantulll', 'fresh', 'bersih', 'higienis', 'packing', 'rapi', 'benar', 'keren', 'banget', 'harga', 'sesuai', 'kualitas', 'layan', 'sukses', 'segar', 'mudah', 'daerah', 'jabotabek', 'juga']"
440,1,negative,"['alam', 'buruk', 'deh', 'mari', 'pasar', 'kualitas', 'muas']"
441,5,positive,"['ada', 'promo']"
442,5,positive,"['muas', 'produk', 'freshbanyak', 'promo', 'nyatingkatkan', 'layan', 'thank', 'you']"
443,1,negative,"['kecewa', 'berkalikali', 'kali', 'banyak', 'alpukat', 'kunjung', 'matang', 'brokoli', 'hijau', 'tapi', 'keras', 'pisang', 'paksa', 'matang', 'pepaya', 'muda', 'paksa', 'matang', 'kuning', 'busuk', 'dalam', 'mentah', 'pindah', 'toko', 'belah', 'instan', 'jam', 'jam']"
444,5,positive,"['kirim', 'cepat', 'kurir', 'ramah', 'produk', 'mutu', 'kualitas']"
445,4,positive,"['harga', 'ekonomis', 'banget']"
446,5,positive,"['mudah', 'belanja', 'segar', 'mageran']"
447,5,positive,"['mudah', 'belanja', 'butuh', 'seharihari', 'dibanyakin', 'promonya']"
448,5,positive,"['puas', 'banget', 'produk']"
449,5,positive,"['nice', 'aplikasi', 'banyak', 'promonya']"
450,4,positive,"['lengkap', 'produk', 'habis', 'promo', 'batas', 'gabung', 'promo', 'syarat', 'tentu']"
451,5,positive,['kirim']
452,5,positive,"['produk', 'bagus', 'rapi']"
453,5,positive,"['kirim', 'cepatsaya', 'suka']"
454,1,negative,"['sejahtera', 'riderdi', 'suruh', 'bawa', 'tas', 'besarnamun', 'sejahtera', 'an', 'service', 'motor', 'adaperaturan', 'ketatbonus', 'kpi', 'kecilbpjs']"
455,5,positive,"['barang', 'segar', 'sesuai', 'jadwal', 'ramah', 'thanks', 'segar', 'solusi', 'sibuk']"
456,5,positive,"['layan', 'mantap', 'harga', 'jangkau', 'free', 'ongkir', 'minbelanja', 'ribu', 'tingkat', 'maju', 'sukses']"
457,5,positive,"['barang', 'bagusbuahnya', 'juga', 'segar']"
458,4,positive,"['kardus', 'basah', 'robek']"
459,5,positive,"['kali', 'belanja', 'moga', 'nyaman', 'belanja']"
460,5,positive,"['belanja', 'ribet', 'menguranggi', 'rumah', 'beli', 'sagur', 'kafi', 'terimakasih', 'segar']"
461,5,positive,['mantap']
462,2,negative,"['sudah', 'kali', 'instal', 'uninstal', 'promo', 'eh', 'ecek', 'kectambun', 'selatan', 'keljatimulya', 'tercover', 'segar', 'dah', 'sayurbox']"
463,5,positive,"['segar', 'lucu', 'juga', 'aplikasi', 'tentuin', 'stock', 'sesuai', 'tanggal', 'kayak', 'pasar', 'begitu', 'wkwkwk', 'oke', 'lumayan', 'harga', 'mahal', 'sedikit', 'kayak', 'oke', 'terima kasih']"
464,5,positive,"['love', 'banget', 'moga', 'lancar', 'segar']"
465,2,negative,"['biaya', 'layan', 'cod', 'niat', 'hemat', 'promo', 'eh', 'tekorrr']"
466,5,positive,"['layan', 'kirim', 'cepat', 'senang', 'pesan', 'buah', 'buah', 'bagus', 'ganti', 'koin', 'segar', 'doang', 'ganti', 'buah']"
467,5,positive,"['jamin', 'belanja', 'puasbarang', 'rusak', 'kembli', 'moga', 'amanah', 'terus', 'segar']"
468,5,positive,['bagus']
469,5,positive,"['bagus', 'kecuali', 'diskon', 'banyak', 'min']"
470,5,positive,[]
471,1,negative,"['langgan', 'segar', 'komplain', 'barang', 'sudah', 'beli', 'pemberitahuan', 'refund', 'masalh', 'juga', 'proses', 'refund', 'makan', 'hari', 'selalu', 'keluh', 'lambat', 'kirim', 'kali', 'mah', 'kali', 'kali', 'ingat', 'bos', 'diobatin', 'pakai', 'voucher', 'ribu', 'sudah', 'uninstall', 'repot', 'belanja', 'toko', 'belah', 'bom', 'jam', 'sudah', 'sampai']"
472,4,positive,"['beli', 'diskon', 'gede', 'minimal', 'belanja', 'dulu', 'begitu', 'waktu', 'belanja', 'sekarang', 'enggak mau', 'belanja', 'sesuai', 'nominal', 'syarat']"
473,5,positive,"['alhamdulillah', 'puas']"
474,5,positive,"['freshmurah', 'harga', 'diskon', 'promo', 'keren']"
475,5,positive,"['barang', 'kualitas', 'bagusfree', 'ongkir', 'lagi']"
476,5,positive,"['ayam', 'segar', 'sayur', 'juga', 'segar', 'sesuai', 'pesan', 'kirim', 'cepat', 'kilat']"
477,5,positive,['good']
478,5,positive,"['oke', 'banget', 'cool']"
479,1,negative,"['segar', 'nipu', 'bgtpromonya', 'boongpas', 'cout', 'bayar', 'barang', 'promonya', 'dapat']"
480,5,positive,"['kualitas', 'barang', 'segar', 'bagus', 'kirim', 'cepat', 'bantu']"
481,5,positive,['service']
482,5,positive,"['sayur', 'bagus', 'segar', 'buah', 'kirim', 'juga', 'cepat', 'suka', 'hadiah', 'lagi', 'terimakasih']"
483,1,negative,"['stok', 'kosong', 'update', 'sampai', 'order', 'cust', 'eh', 'order', 'stok', 'kosong', 'proses', 'refund', 'tunggu', 'kerja', 'belanja', 'segar', 'takut', 'order', 'eh', 'stok', 'kosong', 'terus', 'refund', 'hem', 'refund', 'banget']"
484,5,positive,['good']
485,5,positive,"['belanja', 'ribet', 'hemat']"
486,5,positive,['recommended']
487,1,negative,"['pesan', 'tulis', 'beli', 'pas', 'proses', 'cancel', 'alas', 'stok', 'habis', 'habis', 'jeng', 'klik', 'beli', 'usaha', 'kecewa', 'langgan', 'ragu']"
488,5,positive,"['proses', 'cepat']"
489,5,positive,['guna']
490,5,positive,['ok']
491,5,positive,['good']
492,5,positive,['freshsegar']
493,5,positive,"['mudah', 'belanja', 'banget', 'malas', 'banget', 'ribet', 'download']"
494,1,negative,"['buah', 'buah', 'busuk', 'pas', 'sayur', 'layu']"
495,5,positive,['ok']
496,1,negative,"['estimasi', 'terima', 'maks', 'jam', 'tapi', 'sampai', 'jam', 'dijanjiin', 'voucher', 'jam', 'tapi', 'kode', 'terbit', 'besok', 'sudah', 'follow', 'up', 'jawab', 'capek', 'doang', 'nagih', 'voucher', 'enggak', 'sampai', 'begini', 'enggak', 'enggak', 'kabar', 'enggak', 'update', 'enggak', 'erti', 'sistem', 'gue', 'memang', 'sudah', 'eskalasi', 'aju', 'mohon', 'terbit', 'voucher', 'harusny', 'up', 'cs', 'enggak', 'sla', 'bagaimana']"
497,5,positive,[]
498,5,positive,"['sayur', 'daging', 'freshbanyak', 'promo']"
499,5,positive,"['barang', 'segar', 'kentanga', 'bersih']"
500,5,positive,['puas']
501,4,positive,"['kualitas', 'barang', 'fresh', 'sayursayuran', 'harga', 'murah', 'buah', 'daging', 'murah', 'pasar', 'tradisional', 'kualitas', 'emas', 'gratis', 'ongkir']"
502,5,positive,"['kurir', 'jujur', 'puas', 'banget']"
503,5,positive,['segar']
504,5,positive,"['produk', 'bagus', 'pesan', 'waktucuman', 'kumplitcoba', 'kalau', 'perkumplit', 'produk', 'otomatis', 'belanja', 'senang']"
505,5,positive,"['barang', 'bagus']"
506,1,negative,"['gaya', 'promo', 'gilir', 'order', 'pesan', 'batal', 'hahah', 'sudah', 'batalin', 'padahal', 'belnja', 'kecewa', 'banget', 'sudah', 'batal', 'begini', 'mah', 'promo', 'minyak', 'batal', 'haha', 'yasudah', 'hapus', 'aplikasi']"
507,1,negative,"['kesini', 'enggak jelas', 'kirim', 'siang', 'mulu', 'bahan', 'masak', 'pagi', 'kirim', 'siang', 'segar', 'depok', 'tolong', 'baik', 'jam', 'ngirimnya', 'customer', 'belanja', 'lagi', 'segar', 'karena', 'belanja', 'masak', 'pagi', 'datang', 'siang', 'tanya', 'kurir', 'siang', 'karena', 'mobil', 'dari', 'pusat', 'siang']"
